url,exact_phrase,context,type,status,risk,action,proposed_replacement_or_action
https://psitrends.com/studies/about-us,heals,"For example, Taoist tradition helps achieve inner balance, Runic Tradition heals through additional energy flow and health ideals, Egyptian model provides deep spiritual cleaning through the",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,health,"ve inner balance, Runic Tradition heals through additional energy flow and health ideals, Egyptian model provides deep spiritual cleaning through the connection with your higher self, etc. S4",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,heal,"gends, fairy tales to empower personal and clients conscious to be able to heal on inner level. S5. ASTRAL FLIGHTS. EXTRASENSUALITY. READINGS & ASTROLOGY. To develop empathy, extra sensual",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,healing,"erful energies and share with others specialists that could later do it in healing, business activation etc. Some of specialists like teaching and sharing the new discoveries they got. S6. HAN",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,healing,"sts to perform their job. It might be Money stream activization artifacts, healing artifacts, mind enhancement artifacts, beaty energies artifacts etc. Some good made artifacts costs 1000 usd",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,HEALTH,"t consultation Analysis of any situation in 15 minutes FAMILY | MONEY | HEALTH | BUSINESS REQUEST DETAILS To order diagnostics write in Watsapp ""I want diagnostics""",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/studies/about-us,Watsapp,"ONEY | HEALTH | BUSINESS REQUEST DETAILS To order diagnostics write in Watsapp ""I want diagnostics""",stale-context,"UNVERIFIED—literal match, context review required",P1,REWRITE,"Verify current availability, CAD fee and location; remove stale urgency/arrival wording without inventing facts."
https://psitrends.com/stud-prog/trpy-events,psychotherapy,"f exploration and tantric therapy: - Tantric Family Constellations, - Body psychotherapy, - Imagerial hypnotherapy, - Archetypal Reiki energy therapy. At the second level of study we are discovering",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,psychotherapist,"- is the Therapy sessions and classes. Being the certified hypnotherapist, psychotherapist, psychologist I enjoy my clients to get their power back. Inner power and balance gives to my clients the sen",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,psychologist,"sessions and classes. Being the certified hypnotherapist, psychotherapist, psychologist I enjoy my clients to get their power back. Inner power and balance gives to my clients the sense of harmony",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,psychotherapy,"ation growth. How do I work: - usually our sessions are based on imagerial psychotherapy (dreams alive), - sometimes I add body psychotherapy practices to heal and support inner kid. These sessions",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,psychotherapy,"re based on imagerial psychotherapy (dreams alive), - sometimes I add body psychotherapy practices to heal and support inner kid. These sessions help to get your power back and realise your dreams.",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,Psychotherapist,"ologies to attract any goals to your life. Facilitator: Andy Li (Certified Psychotherapist, Hypnotherapist, psychologist, Instructor of System & Business Constellations, Master of Reiki, Magister of E",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,psychologist,"our life. Facilitator: Andy Li (Certified Psychotherapist, Hypnotherapist, psychologist, Instructor of System & Business Constellations, Master of Reiki, Magister of Egypt & Greece Sacral Temple My",regulated-title,"UNVERIFIED—literal match, context review required",P0,LEGAL-VERIFY,Separate historical training from current practice; use practitioner/modality wording until Ontario entitlement is verified.
https://psitrends.com/stud-prog/trpy-events,healing,ST EVENTS August 2023 London EVENTS SCHEDULE: 8.08 Tuesday - Family & Love healing class (family constellations). 9.08 Money & Business consulting (business constellations) 10.08 Body & Energy,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/stud-prog/trpy-events,healing,join our whatsapp group: WhatsApp THE LIST OF EVENTS: 8.08 - Family & Love healing class (family constellations). In the slow careful shamanic flow we let our family situations to he revealed,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/stud-prog/trpy-events,healed,slow careful shamanic flow we let our family situations to he revealed and healed. We will be following the shamanic field. Everybody will get personal exploration. 9.08 - Money & Business co,health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/stud-prog/trpy-events,healing,"y & Energy Therapy class (Runic Reiki Circle). We will be working with the healing tunings of the Runic Reiki. We will be doing some tantric bodywok for you to be able to relax, heal your body",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
https://psitrends.com/stud-prog/trpy-events,heal,"Reiki. We will be doing some tantric bodywok for you to be able to relax, heal your body & soul, practice energy Runic Reiki energy healing and focus Runic Reiki energy towards realizing",health-outcome,"UNVERIFIED—literal match, context review required",P0,REWRITE,"Describe voluntary reflection/experiential process and client goals; remove treatment, cure or guaranteed health implications."
